salary, info
Medium,Science M.S.inChemistry Postgraduate 2012 High-school 3.89 multi-modal B1 
Medium,InformationSystem M.S.inInformationSystemManagement Postgraduate 2007 High-school 3.69 internal B1 
High,Business MBA Postgraduate 2008 Bachelor 3.23 external A2 
Medium,Science M.S.inChemistry Postgraduate 2006 High-school 3.83 multi-modal B1 
Medium,Science B.S.inMathematicalSciences Undergraduate 2000 High-school 3.99 internal A3 
Low,InformationSystem M.S.inInformationSystemManagement Postgraduate 2011 High-school 3.34 internal A3 
High,InformationSystem M.S.inInformationSystemManagement Postgraduate 2011 Bachelor 3.36 external B3 
Medium,Science B.S.inMathematicalSciences Undergraduate 2012 Bachelor 3.12 internal B1 
Medium,Business MBA Postgraduate 2012 Bachelor 2.84 multi-modal B1 
High,Business MBA Postgraduate 2012 High-school 3.19 internal A3 
High,InformationSystem M.S.inInformationTechnology Postgraduate 2012 Bachelor 3.13 internal A3 
High,InformationSystem M.S.inInformationTechnology Postgraduate 2012 High-school 3.21 internal B1 
High,Science M.S.inChemistry Postgraduate 2012 Bachelor 3.13 multi-modal A3 
Medium,Business Business Undergraduate 2012 Bachelor 3.07 multi-modal B1 
High,InformationSystem M.S.inInformationSystemManagement Postgraduate 2007 Bachelor 3.13 internal A3 
Low,Science M.S.inBiologicalSciences Postgraduate 2008 High-school 3.11 internal B1 
Medium,Science M.S.inChemistry Postgraduate 2006 Bachelor 3.69 internal B1 
Medium,Science M.S.inBiologicalSciences Postgraduate 2000 High-school 3.91 external C 
High,Business MSCF Postgraduate 2011 Bachelor 3.14 multi-modal A2 
High,Science B.A.inChemistry Undergraduate 2011 Bachelor 2.88 internal A3 
Low,Business Economics Undergraduate 2013 Bachelor 3.16 external B3 
NoPay,Business MBA Postgraduate 2013 High-school 3.04 internal A2 
NoPay,Science B.A.inBiologicalSciences Undergraduate 2013 High-school 2.95 internal B1 
Low,ComputerScience M.S.inComputerScience Postgraduate 2013 High-school 3.08 external B3 
NoPay,Business Business Undergraduate 2013 High-school 3.46 multi-modal A2 
NoPay,Science B.A.inBiologicalSciences Undergraduate 2013 Bachelor 3.48 multi-modal B1 
NoPay,Science M.S.inBiologicalSciences Postgraduate 2013 High-school 3.07 internal B2 
NoPay,ComputerScience M.S.inComputerScience Postgraduate 2013 Bachelor 3.89 multi-modal A3 
NoPay,Science B.A.inChemistry Undergraduate 2013 High-school 3.57 internal B1 
NoPay,InformationSystem M.S.inInformationTechnology Postgraduate 2013 High-school 3.64 internal F 
NoPay,ComputerScience M.S.inComputerScience Postgraduate 2013 Bachelor 3.51 internal A3 
NoPay,Science M.S.inChemistry Postgraduate 2013 High-school 3.07 internal A2 
NoPay,InformationSystem M.S.inInformationSystemManagement Postgraduate 2013 Bachelor 2.81 multi-modal B1 
NoPay,Science B.S.inMathematicalSciences Undergraduate 2013 Bachelor 3.62 internal B1 
NoPay,Science B.A.inBiologicalSciences Undergraduate 2013 Bachelor 3.58 multi-modal A2 
NoPay,Business Economics Undergraduate 2013 Bachelor 3.52 internal A3 
NoPay,Science B.S.inMathematicalSciences Undergraduate 2013 High-school 2.86 multi-modal B1 
NoPay,Business MBA Postgraduate 2013 High-school 3.95 internal B2 
NoPay,Science M.S.inBiologicalSciences Postgraduate 2013 Bachelor 3.47 internal B2 
NoPay,Science B.A.inChemistry Undergraduate 2013 High-school 3.14 internal B3 
NoPay,Science M.S.inChemistry Postgraduate 2013 Bachelor 3.61 multi-modal B2 
NoPay,Business Business Undergraduate 2013 Bachelor 3.71 internal B2 
NoPay,Science M.S.inChemistry Postgraduate 2013 High-school 2.86 internal A3 
NoPay,InformationSystem M.S.inInformationSystemManagement Postgraduate 2013 High-school 3.66 multi-modal A3 
NoPay,Business MBA Postgraduate 2013 Bachelor 2.93 internal A3 
NoPay,Science M.S.inChemistry Postgraduate 2013 High-school 3.93 internal A3 
NoPay,Science B.S.inMathematicalSciences Undergraduate 2013 High-school 3.91 multi-modal A3 
NoPay,InformationSystem M.S.inInformationSystemManagement Postgraduate 2013 High-school 3.56 external A3 
NoPay,InformationSystem M.S.inInformationSystemManagement Postgraduate 2013 Bachelor 3.73 internal A3 
NoPay,Science B.S.inMathematicalSciences Undergraduate 2013 Bachelor 3.75 internal A3 
NoPay,Business MBA Postgraduate 2013 Bachelor 2.85 internal B2 
NoPay,Business MBA Postgraduate 2013 High-school 3.07 internal B2 
NoPay,ComputerScience M.S.inComputerScience Postgraduate 2013 Bachelor 3.66 internal B2 
NoPay,InformationSystem M.S.inInformationSystemManagement Postgraduate 2013 Bachelor 3.78 internal A3 
NoPay,Business Economics Undergraduate 2013 Bachelor 3.48 internal A2 
NoPay,ComputerScience B.S.inComputerScience Postgraduate 2013 High-school 3.9 internal B2 
NoPay,Business Business Undergraduate 2013 Bachelor 2.83 internal A3 
NoPay,InformationSystem M.S.inInformationTechnology Postgraduate 2013 High-school 2.98 internal A2 
NoPay,InformationSystem M.S.inInformationSystemManagement Postgraduate 2013 Bachelor 3.73 multi-modal A3 
NoPay,Business MSCF Postgraduate 2013 Bachelor 3.62 multi-modal A2 
NoPay,ComputerScience M.S.inComputerScience Postgraduate 2013 High-school 3.52 internal A3 
NoPay,Science M.S.inChemistry Postgraduate 2013 Bachelor 2.88 internal A3 
NoPay,ComputerScience B.S.inComputerScience Postgraduate 2013 High-school 3.12 multi-modal A3 
NoPay,Science B.A.inBiologicalSciences Undergraduate 2013 High-school 3.49 internal B2 
NoPay,InformationSystem M.S.inInformationSystemManagement Postgraduate 2013 High-school 3.03 internal A3 
NoPay,Science M.S.inChemistry Postgraduate 2013 Bachelor 3.28 internal B2 
NoPay,ComputerScience M.S.inComputerScience Postgraduate 2013 Bachelor 3.91 external B2 
NoPay,Business Business Undergraduate 2013 High-school 3.5 internal A2 
NoPay,Business MSCF Postgraduate 2013 High-school 3.16 internal B1 
NoPay,Science M.S.inChemistry Postgraduate 2013 Bachelor 3.07 internal B1 
NoPay,Business MBA Postgraduate 2013 Bachelor 3.8 internal A3 
NoPay,Science B.S.inMathematicalSciences Undergraduate 2013 High-school 3.84 internal A3 
NoPay,Business MSCF Postgraduate 2013 Bachelor 3.47 internal F 
NoPay,Business Business Undergraduate 2013 Bachelor 3.97 multi-modal A3 
NoPay,Science B.A.inChemistry Undergraduate 2013 High-school 3.04 external B2 
NoPay,ComputerScience M.S.inComputerScience Postgraduate 2013 High-school 3.21 multi-modal B1 
NoPay,ComputerScience B.S.inComputerScience Postgraduate 2013 Bachelor 3.87 internal A3 
NoPay,ComputerScience B.S.inComputerScience Postgraduate 2013 High-school 3.38 multi-modal B1 
NoPay,Business MBA Postgraduate 2013 High-school 3.22 multi-modal B1 
NoPay,Business MBA Postgraduate 2013 Bachelor 2.95 internal B2 
NoPay,Science M.S.inChemistry Postgraduate 2013 Bachelor 2.89 internal A3 
NoPay,Business MBA Postgraduate 2013 High-school 3.67 internal B2 
NoPay,InformationSystem M.S.inInformationTechnology Postgraduate 2013 High-school 3.36 internal A3 
NoPay,ComputerScience B.S.inComputerScience Postgraduate 2013 High-school 2.97 external A3 
NoPay,Science B.A.inBiologicalSciences Undergraduate 2013 High-school 2.89 multi-modal B1 
NoPay,Business MSCF Postgraduate 2013 High-school 2.9 internal A3 
NoPay,Science B.A.inChemistry Undergraduate 2013 Bachelor 3.19 internal A2 
NoPay,Science M.S.inBiologicalSciences Postgraduate 2013 High-school 3.6 internal A2 
NoPay,Science B.A.inBiologicalSciences Undergraduate 2013 Bachelor 4 internal B1 
NoPay,InformationSystem M.S.inInformationTechnology Postgraduate 2013 Bachelor 3.04 internal A3 
NoPay,ComputerScience B.S.inComputerScience Postgraduate 2013 High-school 3.29 internal B1 
NoPay,Business MBA Postgraduate 2013 Bachelor 3.02 external A3 
NoPay,Business Economics Undergraduate 2013 High-school 3.45 internal B1 
NoPay,ComputerScience B.S.inComputerScience Postgraduate 2013 Bachelor 3.64 multi-modal B2 
NoPay,Business MBA Postgraduate 2013 High-school 3.38 internal B2 
NoPay,Business MSCF Postgraduate 2013 High-school 3.48 internal B1 
NoPay,Science B.A.inChemistry Undergraduate 2013 High-school 3.89 multi-modal B2 
NoPay,ComputerScience B.S.inComputerScience Postgraduate 2013 High-school 3.43 internal A3 
NoPay,Science B.A.inChemistry Undergraduate 2013 High-school 3.71 internal B1 
NoPay,Business Business Undergraduate 2013 Bachelor 3.63 external A3 
NoPay,Science M.S.inChemistry Postgraduate 2013 High-school 3.19 internal A3 
NoPay,Business Business Undergraduate 2013 Bachelor 3.77 external A3 
NoPay,ComputerScience B.S.inComputerScience Postgraduate 2013 Bachelor 3.13 internal A3 
NoPay,Science B.S.inMathematicalSciences Undergraduate 2013 Bachelor 4 internal B1 
NoPay,Business MSCF Postgraduate 2013 Bachelor 2.81 internal B1 
NoPay,Science M.S.inChemistry Postgraduate 2013 High-school 3.15 internal B2 
NoPay,Business Business Undergraduate 2013 High-school 2.89 internal B1 
NoPay,Science M.S.inChemistry Postgraduate 2013 Bachelor 3.87 multi-modal F 
NoPay,Business Business Undergraduate 2013 High-school 3.6 internal B2 
NoPay,InformationSystem M.S.inInformationTechnology Postgraduate 2013 High-school 3.07 internal A3 
NoPay,Business Business Undergraduate 2013 Bachelor 3.38 multi-modal B2 
NoPay,Science B.A.inBiologicalSciences Undergraduate 2013 Bachelor 3.48 multi-modal A2 
NoPay,Business Economics Undergraduate 2013 High-school 3.04 internal F 
NoPay,InformationSystem M.S.inInformationTechnology Postgraduate 2013 Bachelor 3.07 multi-modal B2 
NoPay,Science M.S.inBiologicalSciences Postgraduate 2013 High-school 3.9 external B2 
NoPay,Science B.A.inBiologicalSciences Undergraduate 2013 Bachelor 3.24 internal A3 
NoPay,Science M.S.inBiologicalSciences Postgraduate 2013 Bachelor 3.22 external B2 
NoPay,ComputerScience B.S.inComputerScience Postgraduate 2013 High-school 2.92 multi-modal A3 
NoPay,Business Business Undergraduate 2013 High-school 3.92 internal B1 
NoPay,Science B.S.inMathematicalSciences Undergraduate 2013 High-school 3.2 internal A2 
NoPay,Business MSCF Postgraduate 2013 High-school 3.82 external C 
NoPay,Science B.S.inMathematicalSciences Undergraduate 2013 High-school 2.92 internal A3 
NoPay,Science M.S.inChemistry Postgraduate 2013 High-school 3.01 internal A3 
NoPay,Business Business Undergraduate 2013 Bachelor 3.99 multi-modal A2 
NoPay,Business Economics Undergraduate 2013 High-school 3.56 multi-modal B1 
NoPay,Business MSCF Postgraduate 2013 Bachelor 3.47 internal B1 
NoPay,Science M.S.inChemistry Postgraduate 2013 Bachelor 3.11 internal A3 
NoPay,Business MSCF Postgraduate 2013 High-school 3.96 internal B1 
NoPay,ComputerScience B.S.inComputerScience Postgraduate 2013 Bachelor 3.33 internal B1 
NoPay,Science M.S.inBiologicalSciences Postgraduate 2013 Bachelor 3.73 internal B3 
NoPay,Science M.S.inChemistry Postgraduate 2013 Bachelor 3.13 internal B1 
NoPay,InformationSystem M.S.inInformationSystemManagement Postgraduate 2013 High-school 3.28 internal A3 
NoPay,Business Economics Undergraduate 2013 Bachelor 3.1 internal A3 
NoPay,Science B.S.inMathematicalSciences Undergraduate 2013 Bachelor 3.4 internal B2 
NoPay,Business Business Undergraduate 2013 High-school 3.19 internal B1 
NoPay,Business Economics Undergraduate 2013 High-school 3.61 internal A3 
NoPay,ComputerScience M.S.inComputerScience Postgraduate 2013 High-school 3.05 multi-modal B1 
NoPay,Science B.A.inChemistry Undergraduate 2013 High-school 3.7 internal A3 
NoPay,ComputerScience B.S.inComputerScience Postgraduate 2013 High-school 3.94 internal B1 
NoPay,Science B.A.inBiologicalSciences Undergraduate 2013 Bachelor 3.97 external B1 
NoPay,Business Business Undergraduate 2013 High-school 3.8 multi-modal B1 
NoPay,Science B.S.inMathematicalSciences Undergraduate 2013 High-school 3.26 multi-modal A3 
NoPay,Business Business Undergraduate 2013 High-school 2.81 multi-modal A2 
NoPay,ComputerScience B.S.inComputerScience Postgraduate 2013 High-school 3.76 multi-modal B2 
NoPay,InformationSystem M.S.inInformationSystemManagement Postgraduate 2013 High-school 3.76 multi-modal B2 
NoPay,Science M.S.inChemistry Postgraduate 2013 Bachelor 3.02 internal B2 
NoPay,Business MSCF Postgraduate 2013 High-school 3.42 internal A3 
NoPay,InformationSystem M.S.inInformationSystemManagement Postgraduate 2013 Bachelor 3.28 multi-modal A3 
NoPay,Science B.A.inChemistry Undergraduate 2013 High-school 3.03 multi-modal B2 
NoPay,ComputerScience B.S.inComputerScience Postgraduate 2013 Bachelor 3.19 multi-modal A2 
NoPay,ComputerScience M.S.inComputerScience Postgraduate 2013 Bachelor 3.19 internal B1 
NoPay,Science B.A.inBiologicalSciences Undergraduate 2013 Bachelor 3.78 multi-modal A2 
NoPay,InformationSystem M.S.inInformationSystemManagement Postgraduate 2013 Bachelor 3.86 internal B2 
NoPay,Science B.A.inChemistry Undergraduate 2013 Bachelor 3.74 multi-modal B2 
NoPay,InformationSystem M.S.inInformationSystemManagement Postgraduate 2013 High-school 3.69 internal B1 
NoPay,Science B.A.inBiologicalSciences Undergraduate 2013 High-school 3.62 external B2 
NoPay,Science M.S.inChemistry Postgraduate 2013 Bachelor 3.52 multi-modal B2 
NoPay,Science M.S.inChemistry Postgraduate 2013 Bachelor 2.91 internal A3 
NoPay,Science M.S.inChemistry Postgraduate 2013 High-school 4 internal B2 
NoPay,Business Economics Undergraduate 2013 High-school 3.54 internal B2 
NoPay,ComputerScience M.S.inComputerScience Postgraduate 2013 High-school 3.4 multi-modal A3 
NoPay,Science B.A.inChemistry Undergraduate 2013 Bachelor 3.03 internal A3 
NoPay,Business Economics Undergraduate 2013 High-school 3.35 internal C 
NoPay,Science M.S.inBiologicalSciences Postgraduate 2013 Bachelor 3.87 internal B2 
NoPay,ComputerScience M.S.inComputerScience Postgraduate 2013 Bachelor 2.93 internal A2 
NoPay,Business Business Undergraduate 2013 High-school 3.31 multi-modal A3 
NoPay,Science B.A.inBiologicalSciences Undergraduate 2013 Bachelor 3.82 internal A3 
NoPay,Science M.S.inBiologicalSciences Postgraduate 2013 Bachelor 2.96 internal F 
NoPay,ComputerScience B.S.inComputerScience Postgraduate 2013 Bachelor 3.09 internal B1 
NoPay,InformationSystem M.S.inInformationTechnology Postgraduate 2013 Bachelor 3.96 internal A3 
NoPay,Science B.A.inChemistry Undergraduate 2013 High-school 3.03 internal B2 
NoPay,Science B.A.inChemistry Undergraduate 2013 High-school 3.36 internal A3 
NoPay,Science M.S.inChemistry Postgraduate 2013 Bachelor 3.73 multi-modal B2 
NoPay,Business Business Undergraduate 2013 High-school 3.22 internal A3 
NoPay,Business MSCF Postgraduate 2013 High-school 2.8 internal B2 
NoPay,Science B.A.inBiologicalSciences Undergraduate 2013 Bachelor 3.99 internal B2 
NoPay,ComputerScience B.S.inComputerScience Postgraduate 2013 Bachelor 3.36 internal B3 
NoPay,Science B.S.inMathematicalSciences Undergraduate 2013 Bachelor 3.52 internal F 
NoPay,Science B.A.inBiologicalSciences Undergraduate 2013 High-school 3.26 internal F 
NoPay,Science M.S.inChemistry Postgraduate 2013 Bachelor 3.96 multi-modal B1 
NoPay,ComputerScience M.S.inComputerScience Postgraduate 2013 High-school 3.2 external A3 
NoPay,Business Business Undergraduate 2013 High-school 3.59 internal B2 
NoPay,ComputerScience B.S.inComputerScience Postgraduate 2013 Bachelor 3.54 internal B1 
NoPay,Business Economics Undergraduate 2013 Bachelor 3.98 internal A2 
NoPay,ComputerScience M.S.inComputerScience Postgraduate 2013 High-school 3.34 multi-modal B2 
NoPay,InformationSystem M.S.inInformationSystemManagement Postgraduate 2013 Bachelor 3.52 internal B2 
NoPay,Business MSCF Postgraduate 2013 High-school 3.45 internal A3 
NoPay,Science B.A.inChemistry Undergraduate 2013 High-school 3.19 multi-modal B2 
NoPay,Business MBA Postgraduate 2013 High-school 3.99 internal B1 
NoPay,Business MBA Postgraduate 2013 High-school 3.28 multi-modal F 
NoPay,Business Economics Undergraduate 2013 High-school 3.91 internal A3 
NoPay,Science B.A.inBiologicalSciences Undergraduate 2013 Bachelor 3.57 internal B1 
NoPay,Business MBA Postgraduate 2013 High-school 3.11 internal B2 
NoPay,Business MBA Postgraduate 2013 Bachelor 3.02 internal B2 
NoPay,Science M.S.inBiologicalSciences Postgraduate 2013 Bachelor 3.53 internal F 
NoPay,Science M.S.inBiologicalSciences Postgraduate 2013 High-school 3.16 internal A3 
NoPay,InformationSystem M.S.inInformationTechnology Postgraduate 2013 High-school 3.37 multi-modal B2 
NoPay,Business MBA Postgraduate 2013 Bachelor 3.03 internal A3 
NoPay,Business MSCF Postgraduate 2013 Bachelor 3.06 internal B2 
NoPay,ComputerScience M.S.inComputerScience Postgraduate 2013 High-school 3.44 internal B2 
NoPay,Business Business Undergraduate 2013 Bachelor 3.88 internal C 
NoPay,Business Economics Undergraduate 2013 Bachelor 3.04 internal A3 
NoPay,Science M.S.inChemistry Postgraduate 2013 Bachelor 3.04 multi-modal B2 
NoPay,ComputerScience B.S.inComputerScience Postgraduate 2013 High-school 3.44 external B2 
NoPay,Business Economics Undergraduate 2013 High-school 2.83 multi-modal A2 
